GCA_963675345.1	7	GCA_963675345.1	Invertebrates	Tunicata	Enterogona	Didemnidae	Trididemnum clinides	Trididemnum clinides
GCF_036373705.1	8	GCF_036373705.1	Fishes	Actinopterygii (Ray-finned Fishes)	Amiiformes	Amiidae	Amia calva	bowfin
GCF_040954835.1	8	GCF_040954835.1	Fishes	Actinopterygii (Ray-finned Fishes)	Lepisosteiformes	Lepisosteidae	Lepisosteus oculatus	spotted gar
GCA_901765095.2	9	GCA_901765095.2	Amphibians	Gymnophiona	Teresomata > (Caeciliidae & Herpelidae)	Siphonopidae	Microcaecilia unicolor	tiny cayenne caecilian
GCF_901001135.1	9	GCF_901001135.1	Amphibians	Gymnophiona	Rhinatrematidae	Rhinatrematidae	Rhinatrema bivittatum	two-lined caecilian
GCF_902459505.1	9	GCF_902459505.1	Amphibians	Gymnophiona	Teresomata > (Dermophiidae & Typhlonectidae)	Dermophiidae	Geotrypetes seraphini	Gaboon caecilian
GCF_013347855.1	10	GCF_013347855.1	Fishes	Actinopterygii (Ray-finned Fishes)	Anguilliformes	Anguillidae	Anguilla anguilla	European eel
GCF_013368585.1	10	GCF_013368585.1	Fishes	Actinopterygii (Ray-finned Fishes)	Elopiformes	Megalopidae	Megalops cyprinoides	Indo-pacific tarpon
GCF_900964775.1	10	GCF_900964775.1	Fishes	Actinopterygii (Ray-finned Fishes)	Osteoglossiformes	Osteoglossidae	Scleropages formosus	golden arowana
GCF_963514075.1	10	GCF_963514075.1	Fishes	Actinopterygii (Ray-finned Fishes)	Anguilliformes	Congridae	Conger conger	European conger
GCF_004115215.2	11	GCF_004115215.2	Mammals	Monotremes	Monotremata	Ornithorhynchidae	Ornithorhynchus anatinus	platypus
GCF_015852505.1	11	GCF_015852505.1	Mammals	Monotremes	Monotremata	Tachyglossidae	Tachyglossus aculeatus	short-beaked echidna
GCA_026652325.1	12	GCA_026652325.1	Amphibians	Caudata	Salamandroidea > (Salamandridae)	Salamandridae	Pleurodeles waltl	Iberian ribbed newt
GCA_964204655.1	12	GCA_964204655.1	Amphibians	Caudata	Salamandroidea > (Salamandridae)	Salamandridae	Triturus cristatus	warty newt
GCA_964261635.1	12	GCA_964261635.1	Amphibians	Caudata	Salamandroidea > (Salamandridae)	Salamandridae	Lissotriton helveticus	palmate newt
GCA_964263255.1	12	GCA_964263255.1	Amphibians	Caudata	Salamandroidea > (Salamandridae)	Salamandridae	Lissotriton vulgaris	common newt
GCF_040938575.1	12	GCF_040938575.1	Amphibians	Caudata	Salamandroidea > (Ambystomatidae)	Ambystomatidae	Ambystoma mexicanum x Ambystoma tigrinum	axolotl
GCA_032164245.1	13	GCA_032164245.1	Reptiles	Testudines (Cryptodira)	Kinosternidae	Kinosternidae	Sternotherus odoratus	Eastern musk turtle
GCA_033349115.1	13	GCA_033349115.1	Reptiles	Testudines (Cryptodira)	Chelydridae	Chelydridae	Macrochelys suwanniensis	Suwannee snapping turtle
GCA_033958435.1	13	GCA_033958435.1	Reptiles	Testudines (Cryptodira)	Carettochelyidae	Carettochelyidae	Carettochelys insculpta	pig-nosed turtle
GCA_040894355.2	13	GCA_040894355.2	Reptiles	Testudines (Pleurodira)	Chelidae	Chelidae	Myuchelys georgesi	Bellinger river turtle
GCA_045364815.1	13	GCA_045364815.1	Reptiles	Testudines (Pleurodira)	Podocnemididae	Podocnemididae	Podocnemis expansa	arrau turtle
GCA_045781085.1	13	GCA_045781085.1	Reptiles	Testudines (Cryptodira)	Geoemydidae	Geoemydidae	Pangshura tecta	Indian roofed turtle
GCA_965140235.1	13	GCA_965140235.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Caretta caretta	loggerhead sea turtle
GCA_965140285.1	13	GCA_965140285.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Lepidochelys kempii	Kemp's ridley sea turtle
GCA_965140295.1	13	GCA_965140295.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Lepidochelys olivacea	Pacific ridley
GCA_965152235.1	13	GCA_965152235.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Eretmochelys imbricata	Hawksbill sea turtle
GCA_965152275.1	13	GCA_965152275.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Natator depressus	Australian flatback sea turtle
GCF_007399415.2	13	GCF_007399415.2	Reptiles	Testudines (Cryptodira)	Testudinidae	Testudinidae	Gopherus evgoodei	Goode's Thornscrub Tortoise
GCF_009764565.3	13	GCF_009764565.3	Reptiles	Testudines (Cryptodira)	Dermochelyidae	Dermochelyidae	Dermochelys coriacea	leatherback sea turtle
GCF_015237465.2	13	GCF_015237465.2	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Chelonia mydas	green sea turtle
GCF_025201925.1	13	GCF_025201925.1	Reptiles	Testudines (Cryptodira)	Testudinidae	Testudinidae	Gopherus flavomarginatus	Mexican gopher tortoise
GCF_027887155.1	13	GCF_027887155.1	Reptiles	Testudines (Cryptodira)	Emydidae	Emydidae	Malaclemys terrapin	diamondback terrapin
GCF_028017835.1	13	GCF_028017835.1	Reptiles	Testudines (Cryptodira)	Emydidae	Emydidae	Emys orbicularis	European pond turtle
GCA_046126795.1	14	GCA_046126795.1	Reptiles	Squamata	Dibamidae	Dibamidae	Dibamus smithi	Smith's blind skink
GCF_028583425.1	14	GCF_028583425.1	Reptiles	Squamata	Gekkota 	Eublepharidae	Eublepharis macularius	leopard gecko
GCF_029931775.1	14	GCF_029931775.1	Reptiles	Squamata	Gekkota 	Sphaerodactylidae	Euleptes europaea	European leaf-toed gecko
GCA_003287225.2	15	GCA_003287225.2	Mammals	Marsupials	Diprotodontia (Phascolarctidae)	Phascolarctidae	Phascolarctos cinereus	koala
GCA_037893015.1	15	GCA_037893015.1	Mammals	Marsupials	Peramelemorphia	Peramelidae	Macrotis lagotis	greater bilby
GCA_048126345.1	15	GCA_048126345.1	Mammals	Marsupials	Notoryctemorphia	Notoryctidae 	Notoryctes typhlops	Southern marsupial mole
GCA_048593225.1	15	GCA_048593225.1	Mammals	Marsupials	Dasyuromorphia	Dasyuridae	Sarcophilus harrisii	Tasmanian devil
GCA_048593235.1	15	GCA_048593235.1	Mammals	Marsupials	Dasyuromorphia	Dasyuridae	Sminthopsis crassicaudata	fat-tailed dunnart
GCA_048593285.1	15	GCA_048593285.1	Mammals	Marsupials	Dasyuromorphia	Dasyuridae	Dasyurus maculatus	tiger quoll
GCF_011100635.1	15	GCF_011100635.1	Mammals	Marsupials	Diprotodontia (Phalangeridae)	Phalangeridae	Trichosurus vulpecula	common brushtail possum
GCF_019393635.1	15	GCF_019393635.1	Mammals	Marsupials	Microbiotheria	Microbiotheriidae	Dromiciops gliroides	monito del montes
GCF_027887165.1	15	GCF_027887165.1	Mammals	Marsupials	Didelphimorphia	Didelphidae	Monodelphis domestica	gray short-tailed opossum
GCF_028372415.1	15	GCF_028372415.1	Mammals	Marsupials	Diprotodontia (Macropodidae)	Macropodidae	Macropus eugenii	Tammar wallaby
GCA_036784965.1	16	GCA_036784965.1	Fishes	Actinopterygii (Ray-finned Fishes)	Salmoniformes	Salmonidae	Salvelinus alpinus	Arctic char
GCA_901001165.2	16	GCA_901001165.2	Fishes	Actinopterygii (Ray-finned Fishes)	Salmoniformes	Salmonidae	Salmo trutta	brown trout
GCA_951799395.1	16	GCA_951799395.1	Fishes	Actinopterygii (Ray-finned Fishes)	Argentiniformes	Argentinidae	Argentina silus	greater argentine
GCA_963989245.1	16	GCA_963989245.1	Fishes	Actinopterygii (Ray-finned Fishes)	Argentiniformes	Microstomatidae	Nansenia antarctica	pencil smelt
GCA_964263955.1	16	GCA_964263955.1	Fishes	Actinopterygii (Ray-finned Fishes)	Salmoniformes	Salmonidae	Coregonus lavaretus	common whitefish
GCF_011004845.1	16	GCF_011004845.1	Fishes	Actinopterygii (Ray-finned Fishes)	Esociformes	Esocidae	Esox lucius	Northern pike
GCA_048544225.1	17	GCA_048544225.1	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeiformes	Engraulidae	Coilia mystus	Osbeck's grenadier anchovy
GCA_963457725.1	17	GCA_963457725.1	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeiformes	Clupeidae	Sprattus sprattus	European sprat
GCF_018492685.1	17	GCF_018492685.1	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeiformes	Clupeidae	Alosa sapidissima	American shad
GCF_900700375.1	17	GCF_900700375.1	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeiformes	Denticipitidae	Denticeps clupeoides	denticle herring
GCF_963854185.1	17	GCF_963854185.1	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeiformes	Clupeidae	Sardina pilchardus	sardine
GCA_030020295.1	18	GCA_030020295.1	Reptiles	Crocodylia	Gavialidae	Gavialidae	Gavialis gangeticus	Indian gharial
GCF_030867095.1	18	GCF_030867095.1	Reptiles	Crocodylia	Alligatoridae	Alligatoridae	Alligator mississippiensis	American alligator
GCA_027410445.1	19	GCA_027410445.1	Amphibians	Anura	Archaeobatrachia > Discoglossoidea (Alytidae)	Alytidae	Discoglossus pictus	painted frog
GCA_964205295.1	19	GCA_964205295.1	Amphibians	Anura	Archaeobatrachia > Discoglossoidea (Bombinatoridae)	Bombinatoridae	Bombina variegata	yellow-bellied toad
GCF_027579735.1	19	GCF_027579735.1	Amphibians	Anura	Archaeobatrachia > Discoglossoidea (Bombinatoridae)	Bombinatoridae	Bombina bombina	European fire-bellied toad
GCA_038355195.1	20	GCA_038355195.1	Fishes	Actinopterygii (Ray-finned Fishes)	Osmeriformes	Osmeridae	Osmerus mordax	rainbow smelt
GCA_949987555.1	20	GCA_949987555.1	Fishes	Actinopterygii (Ray-finned Fishes)	Stomiatiformes/Stomiiformes	Stomiidae	Borostomias antarcticus	large-eye snaggletooth
GCF_963692335.1	20	GCF_963692335.1	Fishes	Actinopterygii (Ray-finned Fishes)	Osmeriformes	Osmeridae	Osmerus eperlanus	European smelt
GCA_047922985.1	21	GCA_047922985.1	Birds	Palaeognathae	Tinamiformes	Tinamidae	Eudromia elegans	elegant crested tinamou
GCF_028389875.1	21	GCF_028389875.1	Birds	Palaeognathae	Rheiformes	Rheidae	Rhea pennata	lesser rhea 
GCF_036370855.1	21	GCF_036370855.1	Birds	Palaeognathae	Casuariiformes	Dromaiidae	Dromaius novaehollandiae	emu
GCF_036417845.1	21	GCF_036417845.1	Birds	Palaeognathae	Apterygiformes	Apterygidae	Apteryx mantelli	North Island brown kiwi
GCF_040807025.1	21	GCF_040807025.1	Birds	Palaeognathae	Struthioniformes	Struthionidae	Struthio camelus australis	common ostrich
GCA_023333525.2	22	GCA_023333525.2	Reptiles	Squamata	Lacertoidea (Teiidae)	Teiidae	Aspidoscelis tigris stejnegeri	Western whiptail stejnegeri
GCA_951804945.1	22	GCA_951804945.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis cretensis	Cretan wall lizard
GCA_964106645.2	22	GCA_964106645.2	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis pityusensis	Ibiza wall lizard
GCA_964106915.2	22	GCA_964106915.2	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis gaigeae	Skyros wall lizard
GCA_964188175.1	22	GCA_964188175.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis siculus	Italian wall lizard
GCA_964188305.1	22	GCA_964188305.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis bocagei	Bocage's wall lizard
GCA_964188315.1	22	GCA_964188315.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis muralis	common wall lizard
GCA_964234715.1	22	GCA_964234715.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis melisellensis	Dalmatian wall lizard
GCA_964252035.1	22	GCA_964252035.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis erhardii	Aegean wall lizard
GCA_964270895.1	22	GCA_964270895.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis filfolensis	Filfola wall lizard
GCA_965112155.1	22	GCA_965112155.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis liolepis	Columbretes wall lizard
GCA_965113315.1	22	GCA_965113315.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis vaucheri	Andalusian wall lizard
GCA_965153285.1	22	GCA_965153285.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis tiliguerta	Tyrrhenian wall lizard
GCF_009819535.1	22	GCF_009819535.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Lacerta agilis	sand lizard
GCF_027172205.1	22	GCF_027172205.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Podarcis raffonei	Aeolian wall lizard
GCF_030035675.1	22	GCF_030035675.1	Reptiles	Squamata	Lacertoidea (Rhineuridae & Amphisbaenidae)	Rhineuridae & Amphisbaenidae	Rhineura floridana	Florida worm lizard
GCF_963506605.1	22	GCF_963506605.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Zootoca vivipara	European common lizard
GCA_021292165.1	23	GCA_021292165.1	Reptiles	Squamata	Anguimorpha (Paleoanguimorpha)	Shinisauridae	Shinisaurus crocodilurus	Chinese crocodile lizard
GCA_024294585.1	23	GCA_024294585.1	Reptiles	Squamata	Serpentes (Viperidae)	Viperidae	Vipera latastei	snub-nosed viber
GCA_029215775.1	23	GCA_029215775.1	Reptiles	Squamata	Anguimorpha (Neoanguimorpha)	Anniellidae	Anniella stebbinsi	Southern California legless lizard
GCA_030412105.1	23	GCA_030412105.1	Reptiles	Squamata	Iguania (Iguanidae)	Iguanidae	Cyclura pinguis	stout iguana
GCA_030440675.1	23	GCA_030440675.1	Reptiles	Squamata	Iguania (Chamaeleonidae)	Chamaeleonidae	Furcifer pardalis	panther chameleon
GCA_030867105.1	23	GCA_030867105.1	Reptiles	Squamata	Serpentes (Boidae & Pythonidae)	Pythonidae	Liasis olivaceus	olive python
GCA_047715975.1	23	GCA_047715975.1	Reptiles	Squamata	Iguania (Chamaeleonidae)	Chamaeleonidae	Bradypodion pumilum	Cape dwarf chameleon
GCA_947247035.1	23	GCA_947247035.1	Reptiles	Squamata	Serpentes (Viperidae)	Viperidae	Vipera ursinii	Hungarian meadow viper
GCA_964194415.1	23	GCA_964194415.1	Reptiles	Squamata	Serpentes (Viperidae)	Viperidae	Vipera berus	adder
GCA_964273705.1	23	GCA_964273705.1	Reptiles	Squamata	Serpentes (Colubridae)	Colubridae	Natrix helvetica	barred grass snake
GCF_009769535.1	23	GCF_009769535.1	Reptiles	Squamata	Serpentes (Colubridae)	Colubridae	Thamnophis elegans	Western terrestrial garter snake
GCF_023053635.1	23	GCF_023053635.1	Reptiles	Squamata	Anguimorpha (Neoanguimorpha)	Anguidae	Elgaria multicarinata webbii	Southern alligator lizard
GCF_031021105.1	23	GCF_031021105.1	Reptiles	Squamata	Serpentes (Dipsadidae)	Dipsadidae	Erythrolamprus reginae	royal ground snake
GCF_035149785.1	23	GCF_035149785.1	Reptiles	Squamata	Serpentes (Boidae & Pythonidae)	Boidae	Candoia aspera	viper boa
GCF_037176765.1	23	GCF_037176765.1	Reptiles	Squamata	Iguania (Polychrotidae)	Polychrotidae	Anolis sagrei	brown anole
GCA_028571685.1	24	GCA_028571685.1	Mammals	Afrotheria	Hyracoidea	Procaviidae	Heterohyrax brucei	yellow-spotted rock hyrax
GCA_030035585.1	24	GCA_030035585.1	Mammals	Afrotheria	Sirenia	Dugongidae	Dugong dugon	dugong
GCA_043290085.1	24	GCA_043290085.1	Mammals	Afrotheria	Macroscelidea	Macroscelididae	Rhynchocyon petersi	black and rufous elephant shrew
GCA_046562895.1	24	GCA_046562895.1	Mammals	Afrotheria	Sirenia	Trichechidae	Trichechus inunguis	Amazon manatee
GCF_024166365.1	24	GCF_024166365.1	Mammals	Afrotheria	Proboscidea	Elephantidae	Elephas maximus indicus	Asian elephant
GCF_030014295.1	24	GCF_030014295.1	Mammals	Afrotheria	Proboscidea	Elephantidae	Loxodonta africana	African elephant
GCA_023851605.1	25	GCA_023851605.1	Mammals	Xenarthra	Pilosa (Vermilingua)	Myrmecophagidae	Tamandua tetradactyla	Southern tamandua 
GCF_015220235.1	25	GCF_015220235.1	Mammals	Xenarthra	Pilosa (Folivora)	Megalonychidae	Choloepus didactylus	Linnaeus's two-toed sloth
GCF_030445035.2	25	GCF_030445035.2	Mammals	Xenarthra	Cingulata	Dasypodidae	Dasypus novemcinctus	nine-banded armadillo
GCA_037306005.1	26	GCA_037306005.1	Amphibians	Anura	Archaeobatrachia > Discoglossoidea (Rhinophrynidae)	Rhinophrynidae	Rhinophrynus dorsalis	Mexican burrowing toad
GCA_038501925.1	26	GCA_038501925.1	Amphibians	Anura	Archaeobatrachia > Pipoidea (Pipidae)	Pipidae	Xenopus petersii	Peter's clawed frog
GCA_038024135.1	27	GCA_038024135.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Gobionidae	Cyprinella venusta	blacktail shiner
GCA_048301585.1	27	GCA_048301585.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Gobionidae	Rhinogobio nasutus	Rhinogobio nasutus
GCA_936440315.1	27	GCA_936440315.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Cyprinidae	Barbus barbus	barbel
GCA_944039275.1	27	GCA_944039275.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Cyprinidae	Danio rerio	zebrafish
GCA_947034865.1	27	GCA_947034865.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Nemacheilidae	Barbatula barbatula	stone loach
GCA_949152265.1	27	GCA_949152265.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Cyprinidae	Phoxinus phoxinus	Eurasian minnow
GCA_949319135.1	27	GCA_949319135.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Cyprinidae	Squalius cephalus	European chub
GCA_949357685.1	27	GCA_949357685.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Gobionidae	Gobio gobio	gudgeon
GCA_951802725.1	27	GCA_951802725.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Cyprinidae	Rutilus rutilus	roach minnow
GCA_963993115.1	27	GCA_963993115.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Leuciscidae	Abramis brama	common bream
GCA_964197995.1	27	GCA_964197995.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Leuciscidae	Scardinius erythrophthalmus	common rudd
GCA_965113295.1	27	GCA_965113295.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Leuciscidae	Leuciscus leuciscus	common dace
GCF_963082965.1	27	GCF_963082965.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Gobionidae	Carassius carassius	common carp
GCA_036873955.1	28	GCA_036873955.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Mergus octosetaceus	Brazilian merganser
GCA_039878825.1	28	GCA_039878825.1	Birds	GalloAnserformes	Galliformes	Phasianidae	Coturnix chinensis	king quail
GCA_951394365.1	28	GCA_951394365.1	Birds	GalloAnserformes	Galliformes	Phasianidae	Tetrao urogallus	Western capercaillie
GCA_963989345.1	28	GCA_963989345.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Clangula hyemalis	long-tailed duck
GCA_964034855.1	28	GCA_964034855.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Anser brachyrhynchus	pink-footed goose
GCA_964035555.1	28	GCA_964035555.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Netta rufina	red-crested pochard
GCA_964059595.1	28	GCA_964059595.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Bucephala clangula	common goldeneye
GCA_964188345.1	28	GCA_964188345.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Anas platyrhynchos	mallard
GCA_964211825.1	28	GCA_964211825.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Aythya ferina	common pochard
GCA_964211835.1	28	GCA_964211835.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Anser anser	domestic goose
